Tissue.origin	Cancer.type	Subtype	Gene.name1	Aberrance.type1	Aberrance.site1	Gene.name2	Aberrance.type2	Aberrance.site2	Description	Source	PMID
Multiple Tissues	Pancancer	NA	IFNA2	mutation	NA	IFNE	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CDKN2A-AS1	mutation	NA	IFNE	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CDKN2B	mutation	NA	IFNA13	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CDKN2B	mutation	NA	DMRTA1	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CDKN2B	mutation	NA	IFNA2	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CDKN2A-AS1	mutation	NA	CDKN2B	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	DMRTA1	mutation	NA	IFNA13	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA13	mutation	NA	IFNA2	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CDKN2A-AS1	mutation	NA	IFNA13	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	DMRTA1	mutation	NA	IFNA2	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CDKN2A-AS1	mutation	NA	DMRTA1	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CDKN2A-AS1	mutation	NA	IFNA2	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA22P	mutation	NA	IFNA8	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA8	mutation	NA	MTAP	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA5	mutation	NA	IFNA8	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA1	mutation	NA	IFNA8	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CDKN2B-AS1	mutation	NA	IFNA8	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA22P	mutation	NA	MTAP	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA22P	mutation	NA	IFNA5	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA1	mutation	NA	IFNA22P	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CDKN2B-AS1	mutation	NA	IFNA22P	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA5	mutation	NA	MTAP	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA1	mutation	NA	MTAP	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CDKN2B-AS1	mutation	NA	MTAP	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	IFNA1	mutation	NA	IFNA5	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
Multiple Tissues	Pancancer	NA	CDKN2B-AS1	mutation	NA	IFNA5	mutation	NA	"We applied our approach accounting for false positives to pan cancer genomic alteration data, a data collection from twelve distinct cancer types. Combining cancer datasets enables to mine for mutually exclusive patterns that are universal for the disease, but can be a problem for the search of patterns that are specific for one of the combined types"	Text mining	24675718
